,eo_pdc,alt_eo,ec_pdc,alt_ec
clustering_coefficient,0.2546267893340172,0.2321957223241743,0.2546267893340172,0.2321957223241743
avg_shortest_path_length,1.5376984126984128,1.6130952380952381,1.5376984126984128,1.6130952380952381
